Source,Relationship,Target,Reason,Evidence URL,Evidence Text
bowman.com,client_of,Rhode Island Department of Transportation (RIDOT),Bowman states it was engaged by RIDOT to modernize the Pawtucket River Bridge’s architectural lighting system.,https://bowman.com/news-and-event,“Bowman was engaged by the Rhode Island Department of Transportation (RIDOT) to modernize the bridge’s …”
bowman.com,partner_of,"Glover Construction Co., Inc.",Bowman says it was selected to lead surveying and geospatial services with Glover Construction supporting a coal ash removal project in Virginia.,https://bowman.com/news-and-event,"“Bowman … has been selected to lead surveying and geospatial services with Glover Construction Co., Inc. supporting …”"
bowman.com,client_of,Metropolitan Water Reclamation District of Greater Chicago (MWRD),Bowman reports it was awarded a multi-year contract by MWRD.,https://bowman.com/news-and-event,“Bowman … has been awarded a multi-year contract by the Metropolitan Water Reclamation District of Greater Chicago (MWRD) …”
bowman.com,uses,Nasdaq,"Bowman notes its executives joined Nasdaq Amplify and that it rang the Nasdaq opening bell, indicating use of Nasdaq’s market platform/venue for these activities.",https://bowman.com/news-and-event,“Gary Bowman and Bruce Labovitz Join Nasdaq Amplify …” / “Bowman Rings Nasdaq Opening Bell …”
bowman.com,client_of,City of Philadelphia,Bowman states it has been awarded ADA ramp design contracts by the City of Philadelphia.,https://bowman.com/news-and-event,“Bowman has been awarded a $3.7 million contract … across the City of Philadelphia.”
bowman.com,client_of,Seattle Public Utilities (SPU),Bowman reports it was awarded a $7 million multi-year contract by Seattle Public Utilities.,https://bowman.com/news-and-event,“Bowman has been awarded a $7 million multi-year contract by Seattle Public Utilities (SPU) …”
bowman.com,client_of,Aerotropolis Area Coordinating Metropolitan District,Bowman reports it received planning/transportation assignments and an ATEC Parkway contract from the Aerotropolis Area Coordinating Metropolitan District.,https://bowman.com/news-and-event,“Bowman has been awarded two new assignments with the Aerotropolis Area Coordinating Metropolitan District …” / “Bowman has been awarded a $1.3 million contract from the Aerotropolis Area Coordination Metropolitan District …”
bowman.com,client_of,U.S. Geological Survey (USGS),Bowman says it was selected by USGS (with Merrick & Company) to lead aerial lidar data collection under the 3D Elevation Program.,https://bowman.com/news-and-event,“Bowman has been selected by the U.S. Geological Survey (USGS) along with Colorado-based Merrick & Company …”
bowman.com,partner_of,Merrick & Company,Bowman indicates it is working alongside Merrick & Company on USGS 3DEP aerial lidar data collection.,https://bowman.com/news-and-event,“Bowman has been selected … along with Colorado-based Merrick & Company to lead aerial lidar data collection …”
bowman.com,client_of,Farm Production and Conservation Business Center,Bowman notes it was awarded/continuing work under contract with the Farm Production and Conservation Business Center for a federal aerial acquisition/orthoimagery project (NRI).,https://bowman.com/news-and-event,“… continuation contract … The work is to be performed under contract with the Farm Production and Conservation Business Center …”
bowman.com,client_of,DuPage Water Commission (DWC),Bowman states it entered a master service agreement with DWC for construction engineering services for the WaterLink Pipeline Project.,https://bowman.com/news-and-event,“Bowman has entered a … master service agreement with the DuPage Water Commission (DWC) …”
bowman.com,client_of,Moseley Architects,Bowman reports it was awarded contracts by Moseley Architects to provide MEP engineering services for Avery Point senior living campus.,https://bowman.com/news-and-event,“Bowman has been awarded two contracts by Moseley Architects to provide … (MEP) engineering services …”
bowman.com,client_of,"J. Ranck Electric, Inc.",Bowman reports it was selected by J. Ranck Electric to lead engineering/design on solar projects.,https://bowman.com/news-and-event,"“Bowman has been selected by J. Ranck Electric, Inc. (JRE) to lead the re-mobilization of a 64 MW … solar project …”"
bowman.com,uses,ChargePoint,"Bowman states it installed and activated EV charging stations using ChargePoint stations at its Burlington, VT-area office.",https://bowman.com/news-and-event,"“The two EV ChargePoint stations are now available for public, client, corporate fleet and employee use …”"
bowman.com,client_of,Southwest Gas,Bowman says it was selected by Southwest Gas to provide on-call survey services in Nevada and California and notes multiple on-call agreements.,https://bowman.com/news-and-event,“Bowman was selected by Southwest Gas to provide on-call survey services … marking the Company’s fifth ongoing on-call agreement …”
bowman.com,client_of,Texas-New Mexico Power (TNMP),Project listing states Bowman supported Texas-New Mexico Power customers by coordinating emergency aerial helicopter service to inspect distribution lines after a winter storm.,https://bowman.com/projectpage,“Texas-New Mexico Power 2026 Winter Storm Disaster Response… Bowman responded quickly to support TNMP by coordinating emergency aerial helicopter service to inspect approximately 600 miles of distribution lines.”
bowman.com,client_of,Texas State University,Project listing says Bowman was selected as one of four firms to provide on-call land surveying services for Texas State University.,https://bowman.com/projectpage,“Texas State University On-Call Land Surveying… Bowman was selected as one of four firms to provide on-call land surveying services for Texas State University.”
bowman.com,client_of,City of Des Moines,Project listing indicates Bowman is providing design and construction management services to the City of Des Moines for reconstruction of the Redondo Fishing Pier.,https://bowman.com/projectpage,“Redondo Fishing Pier… Bowman is providing design and construction management services to the City of Des Moines for the reconstruction…”
bowman.com,partner_of,FORM Architects,Project listing for BlueHalo notes Bowman worked in collaboration with FORM Architects.,https://bowman.com/projectpage,"“BlueHalo… Working in collaboration with FORM Architects, our team delivered comprehensive MEP design…”"
bowman.com,client_of,Florida Power & Light (FPL),Project listing states Bowman was tapped by Florida Power & Light to support structural evaluation of transmission poles.,https://bowman.com/projectpage,“Florida Power & Light… Bowman was tapped by Florida Power & Light (FPL) to support the structural evaluation of transmission poles…”
bowman.com,client_of,San Diego Gas & Electric,"Project listing describes FiRM project as part of San Diego Gas & Electric’s system hardening program, implying Bowman is providing services for SDG&E.",https://bowman.com/projectpage,“San Diego Gas & Electric… The Fire Risk Mitigation (FiRM) project is part of San Diego Gas & Electric’s broader system hardening program…”
