Source,Relationship,Target,Reason,Evidence URL,Evidence Text
pocketcasts.com,partner_of,NPR,"Homepage quote states Pocket Casts is owned by NPR (and other public radio producers), indicating corporate ownership/affiliation.",https://pocketcasts.com/,"“...Pocket Casts, which as of this year is owned by NPR and three other public radio producers.”"
pocketcasts.com,partner_of,Apple,"Homepage highlights an Apple editorial feature (App of the Day), indicating a promotional/featured relationship within the App Store ecosystem.",https://pocketcasts.com/,"“It’s smart listening, made simple” Apple, App of the Day (June 14, 2019)"
pocketcasts.com,uses,Google Play,"Homepage links to the Pocket Casts Android app listing on Google Play, indicating distribution via Google Play.",https://pocketcasts.com/,Link to Google Play listing: play.google.com/store/apps/details?id=au.com.shiftyjelly.pocketcasts
pocketcasts.com,uses,Apple App Store,"Homepage links to the Pocket Casts iOS app listing on the Apple App Store, indicating distribution via Apple’s App Store.",https://pocketcasts.com/,Link to Apple App Store listing: apps.apple.com/app/.../id414834813
pocketcasts.com,partner_of,Automattic,"Homepage footer includes a link to Automattic, implying corporate association/ownership/parent brand connection.",https://pocketcasts.com/,Footer link: automattic.com
pocketcasts.com,integrator_of,Tasker,Support article states Pocket Casts integrates with the third party app Tasker and provides intent actions for Tasker to control Pocket Casts playback and refresh.,https://support.pocketcasts.com/knowledge-base/third-party-integration/,“Pocket Casts integrates with the third party app Tasker to perform commands when a certain activity occurs.”
pocketcasts.com,integrator_of,Workflow,Support article states Pocket Casts supports URL schemes that can be used with third-party apps like Workflow.,https://support.pocketcasts.com/knowledge-base/how-can-i-use-pocket-casts-with-apps-like-launch-center/,“Pocket Casts supports the following URL schemes that you can use with third party apps like Workflow and Launch Center”
pocketcasts.com,integrator_of,Launch Center,Support article states Pocket Casts supports URL schemes that can be used with third-party apps like Launch Center.,https://support.pocketcasts.com/knowledge-base/how-can-i-use-pocket-casts-with-apps-like-launch-center/,“Pocket Casts supports the following URL schemes that you can use with third party apps like Workflow and Launch Center”
pocketcasts.com,uses,Cast Feed Validator,"Page advises podcast producers to ensure their feed is well formed and links to castfeedvalidator.com, implying use of this third-party validation tool for podcast feeds.",https://pocketcasts.com/podcast-producers,"“Before you submit, make sure that your show has a name, description, artwork and a well formed feed.” (links to https://castfeedvalidator.com/)"
pocketcasts.com,partner_of,Slumber Studios,"Pocket Casts Plus plan includes exclusive content from Slumber Studios, indicating a content partnership/licensing relationship.",https://pocketcasts.com/plans,“1 year of exclusive content from Slumber Studios”
pocketcasts.com,partner_of,Libro.fm,"Pocket Casts Plus plan includes a free audiobook from Libro.fm, indicating a promotional/partner relationship.",https://pocketcasts.com/plans,“Free audiobook from Libro.fm”
pocketcasts.com,integrator_of,Apple Watch,"Pocket Casts Plus plan lists Apple Watch app access as a feature, indicating support/integration with Apple Watch platform.",https://pocketcasts.com/plans,“Apple Watch & Wear OS apps”
pocketcasts.com,integrator_of,Wear OS,"Pocket Casts Plus plan lists Wear OS app access as a feature, indicating support/integration with Google's Wear OS platform.",https://pocketcasts.com/plans,“Apple Watch & Wear OS apps”
